Id,y
31079,9
31080,9
31081,3
31082,8
31083,4
31084,9
31085,9
31086,6
31087,7
31088,5
31089,8
31090,4
31091,6
31092,9
31093,6
31094,9
31095,7
31096,6
31097,8
31098,7
31099,2
31100,6
31101,8
31102,7
31103,6
31104,8
31105,7
31106,8
31107,2
31108,2
31109,7
31110,0
31111,9
31112,8
31113,8
31114,9
31115,4
31116,7
31117,4
31118,7
31119,6
31120,6
31121,2
31122,5
31123,0
31124,9
31125,5
31126,8
31127,8
31128,4
31129,0
31130,3
31131,2
31132,9
31133,7
31134,5
31135,6
31136,0
31137,2
31138,4
31139,9
31140,8
31141,7
31142,2
31143,5
31144,6
31145,7
31146,5
31147,6
31148,6
31149,2
31150,8
31151,4
31152,7
31153,8
31154,8
31155,9
31156,6
31157,4
31158,7
31159,0
31160,9
31161,8
31162,8
31163,3
31164,2
31165,2
31166,2
31167,6
31168,6
31169,7
31170,2
31171,4
31172,8
31173,8
31174,8
31175,2
31176,7
31177,9
31178,7
31179,0
31180,7
31181,0
31182,4
31183,7
31184,1
31185,8
31186,6
31187,4
31188,9
31189,9
31190,9
31191,2
31192,6
31193,8
31194,2
31195,0
31196,9
31197,7
31198,8
31199,8
31200,5
31201,9
31202,9
31203,2
31204,3
31205,2
31206,8
31207,8
31208,9
31209,0
31210,8
31211,8
31212,0
31213,4
31214,7
31215,9
31216,2
31217,7
31218,4
31219,8
31220,8
31221,8
31222,2
31223,8
31224,6
31225,7
31226,9
31227,4
31228,9
31229,8
31230,4
31231,8
31232,3
31233,9
31234,9
31235,4
31236,3
31237,9
31238,7
31239,2
31240,6
31241,6
31242,7
31243,7
31244,7
31245,2
31246,9
31247,4
31248,6
31249,7
31250,9
31251,4
31252,8
31253,0
31254,5
31255,2
31256,7
31257,2
31258,2
31259,2
31260,6
31261,3
31262,4
31263,9
31264,7
31265,4
31266,6
31267,6
31268,7
31269,6
31270,6
31271,7
31272,9
31273,9
31274,7
31275,6
31276,8
31277,9
31278,7
31279,5
31280,8
31281,5
31282,6
31283,6
31284,8
31285,2
31286,6
31287,9
31288,8
31289,8
31290,2
31291,2
31292,4
31293,8
31294,6
31295,7
31296,8
31297,6
31298,8
31299,2
31300,9
31301,4
31302,5
31303,1
31304,8
31305,2
31306,7
31307,6
31308,7
31309,0
31310,9
31311,6
31312,3
31313,5
31314,7
31315,7
31316,7
31317,8
31318,2
31319,7
31320,6
31321,7
31322,7
31323,8
31324,6
31325,3
31326,2
31327,6
31328,8
31329,7
31330,9
31331,8
31332,6
31333,6
31334,9
31335,5
31336,5
31337,5
31338,0
31339,2
31340,8
31341,9
31342,6
31343,5
31344,8
31345,2
31346,8
31347,9
31348,9
31349,9
31350,7
31351,4
31352,8
31353,9
31354,7
31355,6
31356,8
31357,8
31358,7
31359,7
31360,8
31361,2
31362,7
31363,5
31364,7
31365,6
31366,2
31367,6
31368,8
31369,0
31370,8
31371,4
31372,2
31373,7
31374,8
31375,8
31376,6
31377,2
31378,8
31379,8
31380,6
31381,0
31382,8
31383,9
31384,7
31385,6
31386,8
31387,4
31388,0
31389,6
31390,0
31391,2
31392,5
31393,7
31394,9
31395,6
31396,1
31397,2
31398,2
31399,2
31400,1
31401,8
31402,7
31403,0
31404,7
31405,8
31406,7
31407,6
31408,8
31409,9
31410,0
31411,8
31412,3
31413,8
31414,5
31415,9
31416,8
31417,7
31418,7
31419,8
31420,9
31421,4
31422,6
31423,7
31424,7
31425,8
31426,7
31427,6
31428,4
31429,9
31430,5
31431,7
31432,7
31433,5
31434,0
31435,8
31436,7
31437,9
31438,9
31439,2
31440,9
31441,8
31442,6
31443,9
31444,4
31445,2
31446,1
31447,2
31448,8
31449,7
31450,7
31451,9
31452,8
31453,2
31454,9
31455,6
31456,6
31457,9
31458,8
31459,7
31460,8
31461,5
31462,4
31463,2
31464,1
31465,6
31466,4
31467,4
31468,8
31469,9
31470,3
31471,6
31472,7
31473,2
31474,6
31475,8
31476,2
31477,8
31478,6
31479,9
31480,8
31481,8
31482,8
31483,2
31484,8
31485,7
31486,9
31487,2
31488,5
31489,2
31490,6
31491,6
31492,3
31493,7
31494,7
31495,3
31496,4
31497,4
31498,2
31499,8
31500,8
31501,5
31502,9
31503,7
31504,8
31505,8
31506,9
31507,9
31508,6
31509,7
31510,8
31511,6
31512,2
31513,2
31514,7
31515,9
31516,8
31517,8
31518,9
31519,8
31520,2
31521,8
31522,7
31523,7
31524,9
31525,2
31526,0
31527,5
31528,9
31529,5
31530,6
31531,7
31532,5
31533,9
31534,6
31535,8
31536,3
31537,7
31538,8
31539,2
31540,7
31541,7
31542,7
31543,6
31544,6
31545,2
31546,0
31547,2
31548,7
31549,1
31550,9
31551,6
31552,2
31553,7
31554,8
31555,2
31556,3
31557,7
31558,8
31559,2
31560,9
31561,7
31562,8
31563,8
31564,8
31565,9
31566,5
31567,6
31568,6
31569,6
31570,3
31571,5
31572,2
31573,2
31574,6
31575,6
31576,2
31577,1
31578,8
31579,8
31580,6
31581,1
31582,9
31583,9
31584,7
31585,3
31586,8
31587,5
31588,7
31589,8
31590,2
31591,5
31592,9
31593,8
31594,2
31595,2
31596,2
31597,9
31598,8
31599,2
31600,6
31601,5
31602,7
31603,0
31604,7
31605,2
31606,0
31607,6
31608,8
31609,3
31610,0
31611,9
31612,2
31613,7
31614,6
31615,3
31616,8
31617,5
31618,2
31619,8
31620,9
31621,6
31622,6
31623,9
31624,2
31625,2
31626,4
31627,9
31628,4
31629,7
31630,9
31631,6
31632,4
31633,9
31634,2
31635,4
31636,9
31637,6
31638,9
31639,3
31640,7
31641,8
31642,2
31643,2
31644,2
31645,2
31646,7
31647,8
31648,9
31649,6
31650,9
31651,1
31652,8
31653,4
31654,5
31655,5
31656,6
31657,2
31658,7
31659,3
31660,8
31661,7
31662,4
31663,0
31664,0
31665,7
31666,4
31667,8
31668,6
31669,0
31670,8
31671,2
31672,4
31673,7
31674,0
31675,7
31676,7
31677,2
31678,7
31679,8
31680,6
31681,5
31682,8
31683,4
31684,2
31685,8
31686,9
31687,5
31688,6
31689,0
31690,9
31691,7
31692,9
31693,2
31694,9
31695,6
31696,7
31697,3
31698,8
31699,6
31700,6
31701,8
31702,7
31703,3
31704,2
31705,7
31706,7
31707,5
31708,7
31709,7
31710,6
31711,2
31712,5
31713,7
31714,0
31715,6
31716,8
31717,4
31718,2
31719,5
31720,2
31721,0
31722,8
31723,5
31724,2
31725,8
31726,7
31727,8
31728,6
31729,7
31730,3
31731,3
31732,2
31733,3
31734,9
31735,8
31736,3
31737,8
31738,6
31739,8
31740,7
31741,9
31742,2
31743,9
31744,6
31745,6
31746,6
31747,9
31748,4
31749,9
31750,8
31751,6
31752,1
31753,0
31754,8
31755,8
31756,8
31757,0
31758,6
31759,2
31760,9
31761,7
31762,9
31763,7
31764,7
31765,2
31766,8
31767,5
31768,9
31769,9
31770,7
31771,9
31772,7
31773,7
31774,7
31775,7
31776,9
31777,7
31778,2
31779,7
31780,6
31781,8
31782,2
31783,7
31784,8
31785,7
31786,4
31787,7
31788,8
31789,9
31790,9
31791,5
31792,9
31793,9
31794,5
31795,9
31796,9
31797,8
31798,2
31799,8
31800,8
31801,7
31802,9
31803,8
31804,8
31805,8
31806,8
31807,8
31808,7
31809,8
31810,3
31811,6
31812,6
31813,9
31814,9
31815,9
31816,9
31817,9
31818,9
31819,7
31820,5
31821,7
31822,8
31823,1
31824,9
31825,2
31826,5
31827,9
31828,7
31829,8
31830,8
31831,4
31832,7
31833,9
31834,7
31835,8
31836,5
31837,7
31838,6
31839,6
31840,2
31841,7
31842,5
31843,6
31844,6
31845,7
31846,5
31847,5
31848,8
31849,9
31850,7
31851,5
31852,4
31853,5
31854,6
31855,2
31856,7
31857,6
31858,9
31859,8
31860,7
31861,9
31862,1
31863,9
31864,2
31865,7
31866,8
31867,9
31868,6
31869,5
31870,7
31871,6
31872,7
31873,5
31874,9
31875,5
31876,0
31877,6
31878,5
31879,4
31880,8
31881,8
31882,7
31883,7
31884,2
31885,5
31886,8
31887,4
31888,2
31889,8
31890,9
31891,8
31892,0
31893,6
31894,2
31895,9
31896,2
31897,8
31898,8
31899,7
31900,9
31901,8
31902,9
31903,2
31904,8
31905,6
31906,6
31907,8
31908,9
31909,9
31910,1
31911,2
31912,4
31913,6
31914,9
31915,0
31916,8
31917,7
31918,8
31919,7
31920,9
31921,8
31922,7
31923,8
31924,2
31925,9
31926,2
31927,7
31928,6
31929,9
31930,7
31931,3
31932,9
31933,9
31934,0
31935,2
31936,6
31937,9
31938,7
31939,6
31940,3
31941,8
31942,9
31943,8
31944,7
31945,6
31946,9
31947,9
31948,8
31949,8
31950,8
31951,8
31952,7
31953,5
31954,9
31955,7
31956,8
31957,9
31958,4
31959,4
31960,8
31961,8
31962,8
31963,9
31964,1
31965,8
31966,8
31967,8
31968,0
31969,2
31970,9
31971,6
31972,0
31973,2
31974,7
31975,6
31976,7
31977,3
31978,9
31979,0
31980,7
31981,6
31982,8
31983,1
31984,6
31985,6
31986,7
31987,8
31988,2
31989,5
31990,6
31991,6
31992,2
31993,2
31994,7
31995,8
31996,2
31997,8
31998,6
31999,6
32000,1
32001,8
32002,0
32003,8
32004,6
32005,0
32006,2
32007,6
32008,7
32009,8
32010,1
32011,6
32012,0
32013,9
32014,7
32015,2
32016,6
32017,9
32018,8
32019,7
32020,5
32021,7
32022,6
32023,0
32024,4
32025,2
32026,2
32027,1
32028,7
32029,9
32030,2
32031,6
32032,9
32033,8
32034,9
32035,4
32036,7
32037,8
32038,2
32039,6
32040,6
32041,4
32042,5
32043,6
32044,2
32045,5
32046,2
32047,5
32048,8
32049,2
32050,3
32051,7
32052,8
32053,3
32054,6
32055,3
32056,2
32057,7
32058,9
32059,7
32060,7
32061,8
32062,8
32063,7
32064,8
32065,8
32066,5
32067,8
32068,4
32069,0
32070,7
32071,8
32072,8
32073,9
32074,8
32075,8
32076,6
32077,8
32078,6
32079,5
32080,9
32081,8
32082,1
32083,0
32084,7
32085,5
32086,9
32087,8
32088,2
32089,9
32090,9
32091,7
32092,6
32093,7
32094,4
32095,2
32096,6
32097,7
32098,6
32099,6
32100,5
32101,8
32102,5
32103,8
32104,5
32105,9
32106,4
32107,7
32108,6
32109,6
32110,8
32111,6
32112,2
32113,7
32114,6
32115,4
32116,4
32117,2
32118,7
32119,2
32120,8
32121,6
32122,2
32123,9
32124,3
32125,9
32126,0
32127,7
32128,9
32129,3
32130,2
32131,8
32132,2
32133,7
32134,0
32135,9
32136,7
32137,6
32138,7
32139,7
32140,8
32141,1
32142,0
32143,2
32144,6
32145,7
32146,8
32147,9
32148,4
32149,4
32150,5
32151,2
32152,8
32153,5
32154,8
32155,7
32156,8
32157,7
32158,9
32159,8
32160,7
32161,7
32162,3
32163,8
32164,3
32165,7
32166,6
32167,8
32168,5
32169,4
32170,8
32171,2
32172,4
32173,9
32174,9
32175,7
32176,6
32177,0
32178,8
32179,9
32180,7
32181,6
32182,8
32183,8
32184,1
32185,7
32186,5
32187,1
32188,9
32189,9
32190,7
32191,4
32192,6
32193,4
32194,2
32195,8
32196,7
32197,5
32198,6
32199,8
32200,4
32201,1
32202,9
32203,5
32204,9
32205,7
32206,7
32207,8
32208,9
32209,7
32210,6
32211,7
32212,6
32213,7
32214,2
32215,8
32216,7
32217,7
32218,8
32219,4
32220,5
32221,2
32222,3
32223,6
32224,6
32225,2
32226,1
32227,9
32228,9
32229,8
32230,6
32231,3
32232,8
32233,7
32234,7
32235,7
32236,7
32237,8
32238,9
32239,8
32240,8
32241,8
32242,5
32243,5
32244,6
32245,6
32246,5
32247,4
32248,0
32249,8
32250,5
32251,4
32252,8
32253,2
32254,3
32255,4
32256,7
32257,9
32258,8
32259,9
32260,2
32261,2
32262,6
32263,2
32264,5
32265,6
32266,0
32267,6
32268,8
32269,6
32270,6
32271,5
32272,8
32273,0
32274,9
32275,9
32276,7
32277,9
32278,6
32279,9
32280,9
32281,6
32282,8
32283,1
32284,5
32285,1
32286,2
32287,6
32288,9
32289,8
32290,6
32291,0
32292,7
32293,8
32294,8
32295,5
32296,5
32297,7
32298,9
32299,2
32300,6
32301,9
32302,7
32303,0
32304,8
32305,6
32306,9
32307,8
32308,5
32309,8
32310,0
32311,7
32312,9
32313,8
32314,9
32315,2
32316,8
32317,7
32318,6
32319,6
32320,6
32321,5
32322,8
32323,8
32324,8
32325,5
32326,7
32327,0
32328,0
32329,6
32330,8
32331,6
32332,9
32333,5
32334,2
32335,9
32336,5
32337,2
32338,9
32339,9
32340,6
32341,9
32342,8
32343,2
32344,6
32345,9
32346,2
32347,2
32348,8
32349,8
32350,0
32351,7
32352,5
32353,5
32354,1
32355,4
32356,8
32357,7
32358,9
32359,6
32360,6
32361,2
32362,8
32363,7
32364,6
32365,8
32366,6
32367,7
32368,7
32369,8
32370,9
32371,1
32372,4
32373,4
32374,8
32375,7
32376,6
32377,2
32378,9
32379,8
32380,8
32381,4
32382,7
32383,9
32384,6
32385,7
32386,8
32387,8
32388,6
32389,9
32390,5
32391,6
32392,8
32393,8
32394,8
32395,6
32396,8
32397,7
32398,9
32399,8
32400,4
32401,6
32402,8
32403,9
32404,5
32405,7
32406,9
32407,2
32408,8
32409,2
32410,9
32411,4
32412,2
32413,8
32414,7
32415,9
32416,7
32417,8
32418,5
32419,0
32420,7
32421,7
32422,3
32423,8
32424,6
32425,8
32426,5
32427,9
32428,7
32429,8
32430,0
32431,8
32432,6
32433,4
32434,2
32435,8
32436,2
32437,8
32438,7
32439,4
32440,7
32441,5
32442,7
32443,9
32444,3
32445,7
32446,7
32447,7
32448,5
32449,7
32450,8
32451,6
32452,7
32453,5
32454,9
32455,9
32456,6
32457,8
32458,7
32459,5
32460,8
32461,1
32462,0
32463,3
32464,2
32465,8
32466,0
32467,1
32468,8
32469,9
32470,8
32471,8
32472,7
32473,9
32474,0
32475,8
32476,0
32477,8
32478,8
32479,8
32480,4
32481,7
32482,3
32483,1
32484,6
32485,8
32486,8
32487,2
32488,2
32489,8
32490,4
32491,9
32492,6
32493,8
32494,8
32495,3
32496,8
32497,7
32498,5
32499,8
32500,4
32501,8
32502,8
32503,7
32504,1
32505,6
32506,7
32507,0
32508,2
32509,9
32510,8
32511,7
32512,4
32513,6
32514,1
32515,9
32516,6
32517,5
32518,5
32519,8
32520,6
32521,2
32522,8
32523,5
32524,9
32525,4
32526,6
32527,4
32528,2
32529,7
32530,9
32531,2
32532,5
32533,4
32534,7
32535,9
32536,5
32537,1
32538,7
32539,6
32540,1
32541,8
32542,5
32543,7
32544,5
32545,9
32546,8
32547,9
32548,9
32549,9
32550,8
32551,8
32552,9
32553,4
32554,7
32555,0
32556,8
32557,4
32558,6
32559,4
32560,8
32561,8
32562,7
32563,2
32564,7
32565,8
32566,8
32567,9
32568,8
32569,4
32570,4
32571,6
32572,5
32573,9
32574,5
32575,9
32576,6
32577,7
32578,8
32579,2
32580,5
32581,2
32582,2
32583,4
32584,2
32585,4
32586,8
32587,8
32588,9
32589,4
32590,7
32591,1
32592,7
32593,6
32594,5
32595,5
32596,6
32597,4
32598,7
32599,2
32600,8
32601,5
32602,7
32603,6
32604,7
32605,9
32606,5
32607,6
32608,9
32609,6
32610,5
32611,6
32612,8
32613,7
32614,8
32615,3
32616,9
32617,5
32618,4
32619,6
32620,8
32621,7
32622,6
32623,1
32624,2
32625,8
32626,2
32627,9
32628,5
32629,0
32630,7
32631,4
32632,8
32633,5
32634,5
32635,1
32636,8
32637,8
32638,5
32639,1
32640,8
32641,9
32642,9
32643,2
32644,6
32645,8
32646,7
32647,8
32648,9
32649,1
32650,7
32651,2
32652,2
32653,8
32654,8
32655,3
32656,8
32657,6
32658,5
32659,8
32660,7
32661,1
32662,7
32663,9
32664,0
32665,7
32666,6
32667,0
32668,9
32669,7
32670,8
32671,8
32672,2
32673,7
32674,9
32675,8
32676,2
32677,8
32678,8
32679,9
32680,9
32681,8
32682,8
32683,8
32684,6
32685,6
32686,2
32687,5
32688,6
32689,3
32690,9
32691,4
32692,8
32693,6
32694,6
32695,1
32696,6
32697,5
32698,0
32699,1
32700,2
32701,6
32702,6
32703,9
32704,7
32705,8
32706,1
32707,0
32708,7
32709,4
32710,2
32711,2
32712,9
32713,7
32714,8
32715,8
32716,9
32717,1
32718,8
32719,0
32720,9
32721,7
32722,0
32723,6
32724,8
32725,7
32726,2
32727,8
32728,7
32729,7
32730,7
32731,6
32732,8
32733,7
32734,6
32735,4
32736,7
32737,7
32738,9
32739,7
32740,6
32741,0
32742,2
32743,8
32744,2
32745,8
32746,2
32747,5
32748,7
32749,7
32750,8
32751,8
32752,9
32753,6
32754,2
32755,8
32756,2
32757,8
32758,4
32759,8
32760,7
32761,8
32762,7
32763,8
32764,0
32765,1
32766,7
32767,1
32768,9
32769,8
32770,4
32771,7
32772,8
32773,5
32774,7
32775,6
32776,8
32777,8
32778,1
32779,2
32780,8
32781,2
32782,9
32783,8
32784,6
32785,2
32786,6
32787,2
32788,4
32789,0
32790,8
32791,9
32792,4
32793,4
32794,7
32795,6
32796,7
32797,8
